stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,level_id,platform_code
910GCLDNNRB-Plat02-WB-london-overground,,Westbound Platform 2,,,,0,910GCLDNNRB,,2
910GCLDNNRB-Plat03-EB-london-overground,,Eastbound Platform 3,,,,0,910GCLDNNRB,,3
910GCLPHHS,910GCLPHHS,Clapham High Street,,,,1,,,
910GCLPHHS-Outside,,Outside Clapham High Street,,,,3,910GCLPHHS,,
910GCLPHHS-1001068-Entr-2,,Entr,,51.46508,-0.13199,3,910GCLPHHS,L#0,
910GCLPHHS-1001068-RLY-4,,RLY,,51.46522,-0.1318,3,910GCLPHHS,L#-1,
910GCLPHHS-1001068-RPL-E-3,,RPL-E,,51.46556,-0.13222,3,910GCLPHHS,L#1,
910GCLPHHS-1001068-RPL-W-1,,RPL-W,,51.4655,-0.13228,3,910GCLPHHS,L#1,
910GCLPHHS-Plat01-WB-london-overground,,Westbound Platform 1,,,,0,910GCLPHHS,,1
910GCLPHHS-Plat02-EB-london-overground,,Eastbound Platform 2,,,,0,910GCLPHHS,,2
910GCMDNRD,910GCMDNRD,Camden Road,,,,1,,,
910GCMDNRD-Outside,,Outside Camden Road,,,,3,910GCMDNRD,,
910GCMDNRD-1001045-Bus-1,,Bus,,51.54177,-0.13836,3,910GCMDNRD,L#0,
910GCMDNRD-1001045-Entr-90,,Entr,,51.54169,-0.1386,3,910GCMDNRD,L#0,
910GCMDNRD-1001045-RLY-4,,RLY,,51.54179,-0.1387,3,910GCMDNRD,L#0,
910GCMDNRD-1001045-RPL E-2,,RPL E,,51.5419,-0.13909,3,910GCMDNRD,L#1,
910GCMDNRD-1001045-RPL W-3,,RPL W,,51.54178,-0.13913,3,910GCMDNRD,L#1,
910GCMDNRD-1001045-Subwy-70,,Subwy,,51.54179,-0.1387,3,910GCMDNRD,L#0,
910GCMDNRD-Plat01-WB-london-overground,,Westbound Platform 1,,,,0,910GCMDNRD,,1
910GCMDNRD-Plat02-EB-london-overground,,Eastbound Platform 2,,,,0,910GCMDNRD,,2
910GCNNB,910GCNNB,Canonbury,,,,1,,,
910GCNNB-Outside,,Outside Canonbury,,,,3,910GCNNB,,
910GCNNB-1001048-Bus-7,,Bus,,51.54928,-0.09266,3,910GCNNB,L#0,
910GCNNB-1001048-Entr-2,,Entr,,51.54872,-0.09195,3,910GCNNB,L#0,
910GCNNB-1001048-RLY-6,,RLY,,51.54873,-0.09219,3,910GCNNB,L#0,
910GCNNB-1001048-RPL 1-1,,RPL 1,,51.54859,-0.09286,3,910GCNNB,L#-1,
910GCNNB-1001048-RPL 2-3,,RPL 2,,51.54867,-0.0929,3,910GCNNB,L#-1,
910GCNNB-1001048-RPL 3-4,,RPL 3,,51.54855,-0.09301,3,910GCNNB,L#-1,
910GCNNB-1001048-RPL 4-5,,RPL 4,,51.54865,-0.09305,3,910GCNNB,L#-1,
910GCNNB-Plat01-NB-london-overground,,Northbound Platform 1,,,,0,910GCNNB,,1
910GCNNB-Plat02-SB-london-overground,,Southbound Platform 2,,,,0,910GCNNB,,2
910GCNNB-Plat03-WB-london-overground,,Westbound Platform 3,,,,0,910GCNNB,,3
910GCNNB-Plat04-EB-london-overground,,Eastbound Platform 4,,,,0,910GCNNB,,4
910GCOLSDNS,910GCOLSDNS,Coulsdon South,,,,1,,,
910GCOLSDNS-Outside,,Outside Coulsdon South,,,,3,910GCOLSDNS,,
910GCOLSDNS-1001072-BRIDG-5,,BRIDG,,51.31569,-0.13804,3,910GCOLSDNS,L#2,
910GCOLSDNS-1001072-Bus-1,,Bus,,51.31642,-0.13788,3,910GCOLSDNS,L#0,
910GCOLSDNS-1001072-EntrB-3,,EntrB,,51.31605,-0.13827,3,910GCOLSDNS,L#0,
910GCOLSDNS-1001072-EntrR-6,,EntrR,,51.31524,-0.1374,3,910GCOLSDNS,L#0,
910GCOLSDNS-1001072-RPLN-2,,RPLN,,51.31588,-0.13799,3,910GCOLSDNS,L#1,
910GCOLSDNS-1001072-RPLS-4,,RPLS,,51.31582,-0.13784,3,910GCOLSDNS,L#1,
910GCOLSDNS-Plat01-NB-thameslink,,Northbound Platform 1,,,,0,910GCOLSDNS,,1
910GCOLSDNS-Plat02-SB-thameslink,,Southbound Platform 2,,,,0,910GCOLSDNS,,2
910GCRKLWD,910GCRKLWD,Cricklewood,,,,1,,,
910GCRKLWD-Outside,,Outside Cricklewood,,,,3,910GCRKLWD,,
910GCRKLWD-1001075-Bus-1,,Bus,,51.55925,-0.21218,3,910GCRKLWD,L#0,
910GCRKLWD-1001075-Entr-3,,Entr,,51.55832,-0.21236,3,910GCRKLWD,L#0,
910GCRKLWD-1001075-RPL1-2,,RPL1,,51.5587,-0.21277,3,910GCRKLWD,L#1,
910GCRKLWD-1001075-RPL2-4,,RPL2,,51.55857,-0.21302,3,910GCRKLWD,L#1,
910GCRKLWD-1001075-RPL3-5,,RPL3,,51.55846,-0.21318,3,910GCRKLWD,L#1,
910GCRKLWD-Plat01-SB-thameslink,,Southbound Platform 1,,,,0,910GCRKLWD,,1
910GCRKLWD-Plat02-NB-thameslink,,Northbound Platform 2,,,,0,910GCRKLWD,,2
910GCRLN,910GCRLN,Charlton,,,,1,,,
910GCRLN-Outside,,Outside Charlton,,,,3,910GCRLN,,
910GCRLN-1001058-EntC-6,,EntC,,51.48697,0.0318,3,910GCRLN,L#0,
910GCRLN-1001058-EntD-5,,EntD,,51.48654,0.03136,3,910GCRLN,L#0,
910GCRLN-1001058-EntT-4,,EntT,,51.48709,0.03104,3,910GCRLN,L#0,
910GCRLN-1001058-FBdg-7,,FBdg,,51.48691,0.03149,3,910GCRLN,L#0,
910GCRLN-1001058-RLY-1,,RLY,,51.48681,0.03108,3,910GCRLN,L#-1,
910GCRLN-1001058-RPL-E-2,,RPL-E,,51.48686,0.03083,3,910GCRLN,L#-1,
910GCRLN-1001058-RPL-W-3,,RPL-W,,51.48671,0.03089,3,910GCRLN,L#-1,
910GCRLN-Plat01-WB-national-rail,,Northbound Platform 1,,,,0,910GCRLN,,1
910GCRLN-Plat02-EB-national-rail,,Southbound Platform 2,,,,0,910GCRLN,,2
910GCROUCHH,910GCROUCHH,Crouch Hill,,,,1,,,
910GCROUCHH-Outside,,Outside Crouch Hill,,,,3,910GCROUCHH,,
910GCROUCHH-1001077-Bus-3,,Bus,,51.57111,-0.11719,3,910GCROUCHH,L#0,
910GCROUCHH-1001077-EntrE-5,,EntrE,,51.57141,-0.11769,3,910GCROUCHH,L#0,
910GCROUCHH-1001077-EntrW-2,,EntrW,,51.57116,-0.11714,3,910GCROUCHH,L#0,
910GCROUCHH-1001077-RLY-6,,RLY,,51.5712,-0.1174,3,910GCROUCHH,L#0,
910GCROUCHH-1001077-RPL-E-4,,RPL-E,,51.5717,-0.1166,3,910GCROUCHH,L#-1,
910GCROUCHH-1001077-RPL-W-1,,RPL-W,,51.57159,-0.11647,3,910GCROUCHH,L#-1,
910GCROUCHH-Plat01-WB-london-overground,,Westbound Platform 1,,,,0,910GCROUCHH,,1
910GCROUCHH-Plat02-EB-london-overground,,Eastbound Platform 2,,,,0,910GCROUCHH,,2
910GCRPNDPK,910GCRPNDPK,Carpenders Park,,,,1,,,
910GCRPNDPK-Outside,,Outside Carpenders Park,,,,3,910GCRPNDPK,,
910GCRPNDPK-1001049-Entr-2,,Entr,,51.62877,-0.38582,3,910GCRPNDPK,L#0,
910GCRPNDPK-1001049-RLY-4,,RLY,,51.62836,-0.38587,3,910GCRPNDPK,L#1,
910GCRPNDPK-1001049-RPL-1,,RPL,,51.62808,-0.38554,3,910GCRPNDPK,L#1,
910GCRPNDPK-Plat01-SB-london-overground,,Southbound Platform 1,,,,0,910GCRPNDPK,,1
910GCRPNDPK-Plat02-NB-london-overground,,Northbound Platform 2,,,,0,910GCRPNDPK,,2
910GCRSHLTN,910GCRSHLTN,Carshalton,,,,1,,,
910GCRSHLTN-Outside,,Outside Carshalton,,,,3,910GCRSHLTN,,
910GCRSHLTN-1001051-BusNS-1,,BusNS,,51.36841,-0.16501,3,910GCRSHLTN,L#0,
910GCRSHLTN-1001051-BusW-4,,BusW,,51.36858,-0.16756,3,910GCRSHLTN,L#0,
910GCRSHLTN-1001051-Entr-3,,Entr,,51.36821,-0.16705,3,910GCRSHLTN,L#0,
910GCRSHLTN-1001051-FOT-7,,FOT,,51.36836,-0.16708,3,910GCRSHLTN,L#2,
910GCRSHLTN-1001051-RPLE-5,,RPLE,,51.36857,-0.16691,3,910GCRSHLTN,L#1,
910GCRSHLTN-1001051-RPLW-2,,RPLW,,51.36853,-0.1669,3,910GCRSHLTN,L#1,
910GCRSHLTN-1001051-SUB-6,,SUB,,51.36849,-0.16716,3,910GCRSHLTN,L#-1,
910GCRSHLTN-Plat01-EB-thameslink,,Eastbound Platform 1,,,,0,910GCRSHLTN,,1
910GCRSHLTN-Plat02-WB-thameslink,,Westbound Platform 2,,,,0,910GCRSHLTN,,2
910GCTMSLNK,910GCTMSLNK,City Thameslink,,,,1,,,
910GCTMSLNK-Outside,,Outside City Thameslink,,,,3,910GCTMSLNK,,
910GCTMSLNK-1001067-Bus-1,,Bus,,51.51669,-0.10342,3,910GCTMSLNK,L#0,
910GCTMSLNK-1001067-HOLBO-3,,HOLBO,,51.51651,-0.10325,3,910GCTMSLNK,L#0,
910GCTMSLNK-1001067-LUDHI-4,,LUDHI,,51.51407,-0.10402,3,910GCTMSLNK,L#0,
910GCTMSLNK-1001067-RLY-8,,RLY,,51.51423,-0.10375,3,910GCTMSLNK,L#0,
910GCTMSLNK-1001067-RPL-N-2,,RPL-N,,51.51396,-0.10386,3,910GCTMSLNK,L#-2,
910GCTMSLNK-1001067-RPL-S-7,,RPL-S,,51.51402,-0.10357,3,910GCTMSLNK,L#-2,
910GCTMSLNK-1001067-UGHV-5,,UGHV,,51.51672,-0.10337,3,910GCTMSLNK,L#-1,
910GCTMSLNK-1001067-UGLH-6,,UGLH,,51.51408,-0.10394,3,910GCTMSLNK,L#0,
910GCTMSLNK-Plat01-NB-thameslink,,Northbound Platform 1 ,,,,0,910GCTMSLNK,,1
910GCTMSLNK-Plat02-SB-thameslink,,Southbound Platform 2,,,,0,910GCTMSLNK,,2
910GDALS,910GDALS,Dalston Junction,,,,1,,,
910GDALS-Outside,,Outside Dalston Junction,,,,3,910GDALS,,
910GDALS-1001568-BUS D-7,,BUS D,,51.54489,-0.07592,3,910GDALS,L#0,
910GDALS-1001568-BusG-3,,BusG,,51.54624,-0.07324,3,910GDALS,L#0,
910GDALS-1001568-BusL-4,,BusL,,51.54682,-0.07567,3,910GDALS,L#0,
910GDALS-1001568-EntrD-1,,EntrD,,51.54618,-0.07526,3,910GDALS,L#0,
910GDALS-1001568-EntrR-5,,EntrR,,51.54541,-0.07527,3,910GDALS,L#0,
910GDALS-1001568-RLY-6,,RLY,,51.54541,-0.07527,3,910GDALS,L#0,
910GDALS-1001568-RPL-2,,RPL,,51.54609,-0.07517,3,910GDALS,L#-1,
910GDALS-Plat01-NB-london-overground,,Northbound Platform 1,,,,0,910GDALS,,1
910GDALS-Plat02-SB-london-overground,,Southbound Platform 2,,,,0,910GDALS,,2
910GDALS-Plat03-SB-london-overground,,Southbound Platform 3,,,,0,910GDALS,,3
910GDALS-Plat04-SB-london-overground,,Southbound Platform 4,,,,0,910GDALS,,4
910GDALSKLD,910GDALSKLD,Dalston Kingsland,,,,1,,,
910GDALSKLD-Outside,,Outside Dalston Kingsland,,,,3,910GDALSKLD,,
910GDALSKLD-1001081-Bus-3,,Bus,,51.54842,-0.07546,3,910GDALSKLD,L#0,
910GDALSKLD-1001081-Entr-2,,Entr,,51.54822,-0.0757,3,910GDALSKLD,L#0,
910GDALSKLD-1001081-RLY-5,,RLY,,51.54822,-0.07587,3,910GDALSKLD,L#0,
910GDALSKLD-1001081-RPL-E-1,,RPL-E,,51.54831,-0.07636,3,910GDALSKLD,L#-1,
910GDALSKLD-1001081-RPL-W-4,,RPL-W,,51.54822,-0.07636,3,910GDALSKLD,L#-1,
910GDALSKLD-Plat01-WB-london-overground,,Westbound Platform 1,,,,0,910GDALSKLD,,1
910GDALSKLD-Plat02-EB-london-overground,,Eastbound Platform 2,,,,0,910GDALSKLD,,2
910GDARTFD,910GDARTFD,Dartford,,,,1,,,
910GDARTFD-Outside,,Outside Dartford,,,,3,910GDARTFD,,
910GDARTFD-1001082-Bus-6,,Bus,,51.4466,0.21829,3,910GDARTFD,L#0,
910GDARTFD-1001082-Entr-4,,Entr,,51.44747,0.2181,3,910GDARTFD,L#0,
910GDARTFD-1001082-FBdg-5,,FBdg,,51.44772,0.21854,3,910GDARTFD,L#1,
910GDARTFD-1001082-RLY-3,,RLY,,51.44777,0.2184,3,910GDARTFD,L#0,
910GDARTFD-1001082-RPL1-1,,RPL1,,51.44773,0.21821,3,910GDARTFD,L#0,
910GDARTFD-1001082-RPL2-2,,RPL2,,51.44788,0.21839,3,910GDARTFD,L#0,
910GDARTFD-Plat01-WB-national-rail,,Westbound Platform 1,,,,0,910GDARTFD,,1
910GDARTFD-Plat02-WB-national-rail,,Westbound Platform 2,,,,0,910GDARTFD,,2
910GDARTFD-Plat03-WB-national-rail,,Westbound Platform 3,,,,0,910GDARTFD,,3
910GDARTFD-Plat04-EB-national-rail,,Eastbound Platform 4,,,,0,910GDARTFD,,4
910GDENMRKH,910GDENMRKH,Denmark Hill,,,,1,,,
910GDENMRKH-Outside,,Outside Denmark Hill,,,,3,910GDENMRKH,,
910GDENMRKH-1001083-Bus-1,,Bus,,51.46789,-0.08922,3,910GDENMRKH,L#0,
910GDENMRKH-1001083-Entr-3,,Entr,,51.46817,-0.08985,3,910GDENMRKH,L#0,
910GDENMRKH-1001083-RLY-6,,RLY,,51.46825,-0.08968,3,910GDENMRKH,L#0,
910GDENMRKH-1001083-RPL1-2,,RPL1,,51.46825,-0.08929,3,910GDENMRKH,L#-1,
910GDENMRKH-1001083-RPL23-4,,RPL23,,51.46823,-0.08927,3,910GDENMRKH,L#-1,
910GDENMRKH-1001083-RPL4-5,,RPL4,,51.46828,-0.0893,3,910GDENMRKH,L#-1,
910GDENMRKH-Plat01-WB-london-overground|national-rail,,Westbound Platform 1,,,,0,910GDENMRKH,,1
910GDENMRKH-Plat02-EB-london-overground|national-rail,,Eastbound Platform 2,,,,0,910GDENMRKH,,2
910GDENMRKH-Plat03-WB-national-rail,,Westbound Platform 3,,,,0,910GDENMRKH,,3
910GDENMRKH-Plat04-EB-national-rail,,Eastbound Platform 4,,,,0,910GDENMRKH,,4
910GDEPTFD,910GDEPTFD,Deptford,,,,1,,,
910GDEPTFD-Outside,,Outside Deptford,,,,3,910GDEPTFD,,
910GDEPTFD-1001084-Entr-4,,Entr,,51.47902,-0.0261,3,910GDEPTFD,L#0,
910GDEPTFD-1001084-RLY-3,,RLY,,51.4789,-0.02617,3,910GDEPTFD,L#0,
910GDEPTFD-1001084-RPL-E-2,,RPL-E,,51.47898,-0.02657,3,910GDEPTFD,L#1,
910GDEPTFD-1001084-RPL-W-1,,RPL-W,,51.47891,-0.0266,3,910GDEPTFD,L#1,
910GDEPTFD-1001084-UP-5,,UP,,51.47895,-0.02641,3,910GDEPTFD,L#0,
910GDEPTFD-Plat01-WB-thameslink,,Westbound Platform 1,,,,0,910GDEPTFD,,1
910GDEPTFD-Plat02-EB-thameslink,,Eastbound Platform 2 ,,,,0,910GDEPTFD,,2
910GEDMNGRN,910GEDMNGRN,Edmonton Green,,,,1,,,
910GEDMNGRN-Outside,,Outside Edmonton Green,,,,3,910GEDMNGRN,,
910GEDMNGRN-1001092-Bus-1,,Bus,,51.6252,-0.06204,3,910GEDMNGRN,L#0,
910GEDMNGRN-1001092-Entr-3,,Entr,,51.62492,-0.06087,3,910GEDMNGRN,L#0,
910GEDMNGRN-1001092-RLY-5,,RLY,,51.62497,-0.06114,3,910GEDMNGRN,L#0,
910GEDMNGRN-1001092-RPL-N-2,,RPL-N,,51.62452,-0.06148,3,910GEDMNGRN,L#1,
910GEDMNGRN-1001092-RPL-S-4,,RPL-S,,51.62449,-0.06129,3,910GEDMNGRN,L#1,
910GEDMNGRN-Plat01-SB-london-overground|national-rail,,Southbound Platform 1,,,,0,910GEDMNGRN,,1
910GEDMNGRN-Plat02-NB-london-overground|national-rail,,Northbound Platform 2,,,,0,910GEDMNGRN,,2
910GELTR,910GELTR,Elstree & Borehamwood,,,,1,,,
910GELTR-Outside,,Outside Elstree & Borehamwood,,,,3,910GELTR,,
910GELTR-1001096-Bus-1,,Bus,,51.65327,-0.27951,3,910GELTR,L#0,
910GELTR-1001096-EntM-6,,EntM,,51.653,-0.27959,3,910GELTR,L#0,
910GELTR-1001096-EntP-7,,EntP,,51.65318,-0.27982,3,910GELTR,L#0,
910GELTR-1001096-FBdg-8,,FBdg,,51.65261,-0.27987,3,910GELTR,L#1,
910GELTR-1001096-RLY-5,,RLY,,51.65272,-0.27998,3,910GELTR,L#0,
910GELTR-1001096-RPL3-4,,RPL3,,51.6528,-0.28029,3,910GELTR,L#0,
910GELTR-1001096-RPL-N-3,,RPL-N,,51.65286,-0.28018,3,910GELTR,L#0,
910GELTR-1001096-RPL-S-2,,RPL-S,,51.65297,-0.27994,3,910GELTR,L#0,
910GELTR-Plat01-SB-thameslink,,Southbound Platform 1,,,,0,910GELTR,,1
910GELTR-Plat02-NB-thameslink,,Northbound Platform 2,,,,0,910GELTR,,2
910GELTR-Plat03-SB-thameslink,,Southbound Platform 3,,,,0,910GELTR,,3
910GELTR-Plat04-NB-thameslink,,Northbound Platform 4,,,,0,910GELTR,,4
910GEMRSPKH,910GEMRSPKH,Emerson Park,,,,1,,,
910GEMRSPKH-Outside,,Outside Emerson Park,,,,3,910GEMRSPKH,,
910GEMRSPKH-1001098-Bus-1,,Bus,,51.56908,0.2196,3,910GEMRSPKH,L#0,
910GEMRSPKH-1001098-Entr-3,,Entr,,51.56904,0.2197,3,910GEMRSPKH,L#0,
910GEMRSPKH-1001098-RLY-4,,RLY,,51.56864,0.22011,3,910GEMRSPKH,L#0,
910GEMRSPKH-1001098-RPL-2,,RPL,,51.56871,0.22049,3,910GEMRSPKH,L#-1,
910GEMRSPKH-Plat01-EB-london-overground,,Eastbound Platform 1,,,,0,910GEMRSPKH,,1
910GEMRSPKH-Plat01-WB-london-overground,,Westbound Platform 1,,,,0,910GEMRSPKH,,1
910GENFLDTN,910GENFLDTN,Enfield Town,,,,1,,,
910GENFLDTN-Outside,,Outside Enfield Town,,,,3,910GENFLDTN,,
910GENFLDTN-1001101-Bus-1,,Bus,,51.65238,-0.07842,3,910GENFLDTN,L#0,
910GENFLDTN-1001101-BusH-4,,BusH,,51.6529,-0.08053,3,910GENFLDTN,L#0,
910GENFLDTN-1001101-Entr-3,,Entr,,51.65213,-0.07963,3,910GENFLDTN,L#0,
910GENFLDTN-1001101-RLY-5,,RLY,,51.65202,-0.07933,3,910GENFLDTN,L#0,
910GENFLDTN-1001101-RPL-2,,RPL,,51.65176,-0.07888,3,910GENFLDTN,L#0,
910GENFLDTN-Plat02-SB-london-overground,,Southbound Platform 2,,,,0,910GENFLDTN,,2
910GESTFLDS,910GESTFLDS,Mitcham Eastfields,,,,1,,,
910GESTFLDS-Outside,,Outside Mitcham Eastfields,,,,3,910GESTFLDS,,
910GESTFLDS-1001555-Bus-2,,Bus,,51.40803,-0.15415,3,910GESTFLDS,L#0,
910GESTFLDS-1001555-Ent1-5,,Ent1,,51.40792,-0.1547,3,910GESTFLDS,L#0,
910GESTFLDS-1001555-Ent2-9,,Ent2,,51.4071,-0.15489,3,910GESTFLDS,L#0,
910GESTFLDS-1001555-EntE-7,,EntE,,51.40764,-0.15494,3,910GESTFLDS,L#0,
910GESTFLDS-1001555-EntG-10,,EntG,,51.40739,-0.15469,3,910GESTFLDS,L#0,
910GESTFLDS-1001555-EntL-8,,EntL,,51.40748,-0.15517,3,910GESTFLDS,L#0,
910GESTFLDS-1001555-EntR-6,,EntR,,51.40901,-0.15386,3,910GESTFLDS,L#0,
910GESTFLDS-1001555-Fbdg-11,,Fbdg,,51.40744,-0.15495,3,910GESTFLDS,L#2,
910GESTFLDS-1001555-RLY-4,,RLY,,51.40809,-0.15452,3,910GESTFLDS,L#1,
910GESTFLDS-1001555-RPL-N-1,,RPL-N,,51.40821,-0.15412,3,910GESTFLDS,L#1,
910GESTFLDS-1001555-RPL-S-3,,RPL-S,,51.40716,-0.15517,3,910GESTFLDS,L#1,
910GESTFLDS-Plat01-NB-national-rail,,Northbound Platform 1,,,,0,910GESTFLDS,,1
910GESTFLDS-Plat02-SB-national-rail,,Southbound Platform 2,,,,0,910GESTFLDS,,2
910GFNCHLYR,910GFNCHLYR,Finchley Road & Frognal,,,,1,,,
910GFNCHLYR-Outside,,Outside Finchley Road & Frognal,,,,3,910GFNCHLYR,,
910GFNCHLYR-1001109-Bus-1,,Bus,,51.55019,-0.18268,3,910GFNCHLYR,L#0,
910GFNCHLYR-1001109-Entr-3,,Entr,,51.5502,-0.1828,3,910GFNCHLYR,L#0,
910GFNCHLYR-1001109-RLY-5,,RLY,,51.5502,-0.1828,3,910GFNCHLYR,L#0,
910GFNCHLYR-1001109-RPL-E-2,,RPL-E,,51.54999,-0.18428,3,910GFNCHLYR,L#-1,
910GFNCHLYR-1001109-RPL-W-4,,RPL-W,,51.54987,-0.18419,3,910GFNCHLYR,L#-1,
910GFNCHLYR-Plat01-WB-london-overground,,Westbound Platform 1,,,,0,910GFNCHLYR,,1
910GFNCHLYR-Plat02-EB-london-overground,,Eastbound Platform 2,,,,0,910GFNCHLYR,,2
910GFORESTH,910GFORESTH,Forest Hill,,,,1,,,
910GFORESTH-Outside,,Outside Forest Hill,,,,3,910GFORESTH,,
910GFORESTH-1001112-BRBG-8,,BRBG,,51.43952,-0.05312,3,910GFORESTH,L#2,
910GFORESTH-1001112-Bus-1,,Bus,,51.43938,-0.05435,3,910GFORESTH,L#0,
910GFORESTH-1001112-BUSE-4,,BUSE,,51.44009,-0.05191,3,910GFORESTH,L#0,
910GFORESTH-1001112-Entr-3,,Entr,,51.43934,-0.05387,3,910GFORESTH,L#0,
910GFORESTH-1001112-Per-5,,Per,,51.43921,-0.05302,3,910GFORESTH,L#0,
910GFORESTH-1001112-RLY-7,,RLY,,51.43928,-0.05357,3,910GFORESTH,L#0,
910GFORESTH-1001112-RPL-N-2,,RPL-N,,51.43903,-0.05318,3,910GFORESTH,L#0,
910GFORESTH-1001112-RPL-S-6,,RPL-S,,51.439,-0.05301,3,910GFORESTH,L#1,
910GFORESTH-Plat01-NB-london-overground,,Northbound Platform 1,,,,0,910GFORESTH,,1
910GFORESTH-Plat02-SB-london-overground,,Southbound Platform 2,,,,0,910GFORESTH,,2
910GFRSTGT,910GFRSTGT,Forest Gate,,,,1,,,
910GFRSTGT-Outside,,Outside Forest Gate,,,,3,910GFRSTGT,,
910GFRSTGT-1001111-Bus-1,,Bus,,51.54952,0.02479,3,910GFRSTGT,L#0,
910GFRSTGT-1001111-Crdr-7,,Crdr,,51.54928,0.0243,3,910GFRSTGT,L#1,
910GFRSTGT-1001111-EntW-6,,EntW,,51.54957,0.0246,3,910GFRSTGT,L#1,
910GFRSTGT-1001111-RLY-5,,RLY,,51.54943,0.02435,3,910GFRSTGT,L#0,
910GFRSTGT-1001111-RPL1-2,,RPL1,,51.5493,0.02384,3,910GFRSTGT,L#0,
910GFRSTGT-1001111-RPL2-3,,RPL2,,51.54928,0.0243,3,910GFRSTGT,L#0,
910GFRSTGT-1001111-RPL3-4,,RPL3,,51.5494,0.02379,3,910GFRSTGT,L#0,
910GFRSTGT-Plat01-WB-elizabeth,,Westbound Platform 1,,,,0,910GFRSTGT,,1
910GFRSTGT-Plat02-EB-elizabeth,,Eastbound Platform 2,,,,0,910GFRSTGT,,2
910GFRSTGT-Plat03-WB-elizabeth,,Westbound Platform 3,,,,0,910GFRSTGT,,3
910GFRSTGT-Plat04-EB-elizabeth,,Eastbound Platform 4,,,,0,910GFRSTGT,,4
910GGIDEAPK,910GGIDEAPK,Gidea Park,,,,1,,,
910GGIDEAPK-Outside,,Outside Gidea Park,,,,3,910GGIDEAPK,,
910GGIDEAPK-1001115-Bus-1,,Bus,,51.58144,0.20601,3,910GGIDEAPK,L#0,
910GGIDEAPK-1001115-EntC-6,,EntC,,51.58207,0.20532,3,910GGIDEAPK,L#0,
910GGIDEAPK-1001115-EntS-3,,EntS,,51.58157,0.20572,3,910GGIDEAPK,L#0,
910GGIDEAPK-1001115-FBdg-7,,FBdg,,51.58222,0.20575,3,910GGIDEAPK,L#0,
910GGIDEAPK-1001115-RLY-5,,RLY,,51.58186,0.20549,3,910GGIDEAPK,L#0,
910GGIDEAPK-1001115-RPL-1-2,,RPL-1,,51.58208,0.20628,3,910GGIDEAPK,L#-1,
910GGIDEAPK-1001115-RPL-3-4,,RPL-3,,51.58221,0.20608,3,910GGIDEAPK,L#-1,
910GGIDEAPK-Plat01-WB-elizabeth,,Westbound Platform 1,,,,0,910GGIDEAPK,,1
910GGIDEAPK-Plat02-EB-elizabeth,,Eastbound Platform 2 ,,,,0,910GGIDEAPK,,2
910GGIDEAPK-Plat03-WB-elizabeth,,Westbound Platform 3,,,,0,910GGIDEAPK,,3
910GGIDEAPK-Plat04-EB-elizabeth,,Eastbound Platform 4,,,,0,910GGIDEAPK,,4
910GGODMAYS,910GGODMAYS,Goodmayes,,,,1,,,
910GGODMAYS-Outside,,Outside Goodmayes,,,,3,910GGODMAYS,,
910GGODMAYS-1001117-Bus-1,,Bus,,51.56539,0.11039,3,910GGODMAYS,L#0,
910GGODMAYS-1001117-Entr-3,,Entr,,51.56568,0.11034,3,910GGODMAYS,L#0,
910GGODMAYS-1001117-FBdg-7,,FBdg,,51.5654,0.11104,3,910GGODMAYS,L#0,
910GGODMAYS-1001117-RLY-6,,RLY,,51.56558,0.11081,3,910GGODMAYS,L#0,
910GGODMAYS-1001117-RPL1-2,,RPL1,,51.56569,0.11142,3,910GGODMAYS,L#-1,
910GGODMAYS-1001117-RPL2-4,,RPL2,,51.56575,0.11139,3,910GGODMAYS,L#-1,
910GGODMAYS-1001117-RPL4-5,,RPL4,,51.56549,0.1109,3,910GGODMAYS,L#-1,
910GGODMAYS-Plat01-WB-elizabeth,,Westbound Platform 1,,,,0,910GGODMAYS,,1
910GGODMAYS-Plat02-EB-elizabeth,,Eastbound Platform 2,,,,0,910GGODMAYS,,2
910GGODMAYS-Plat03-WB-elizabeth,,Westbound Platform 3,,,,0,910GGODMAYS,,3
910GGODMAYS-Plat04-EB-elizabeth,,Eastbound Platform 4,,,,0,910GGODMAYS,,4
910GGOSPLOK,910GGOSPLOK,Gospel Oak,,,,1,,,
910GGOSPLOK-Outside,,Outside Gospel Oak,,,,3,910GGOSPLOK,,
910GGOSPLOK-1001119-BCQ-5,,BCQ,,51.55509,-0.15113,3,910GGOSPLOK,L#0,
910GGOSPLOK-1001119-Bus-1,,Bus,,51.55494,-0.15139,3,910GGOSPLOK,L#0,
910GGOSPLOK-1001119-Entr-90,,Entr,,51.55511,-0.151,3,910GGOSPLOK,L#0,
910GGOSPLOK-1001119-RLY-3,,RLY,,51.55533,-0.15077,3,910GGOSPLOK,L#0,
910GGOSPLOK-1001119-RPL-B-4,,RPL-B,,51.55563,-0.15146,3,910GGOSPLOK,L#1,
910GGOSPLOK-1001119-RPL-H-6,,RPL-H,,51.55536,-0.15152,3,910GGOSPLOK,L#1,
910GGOSPLOK-1001119-RPL-S-2,,RPL-S,,51.55547,-0.1514,3,910GGOSPLOK,L#1,
910GGOSPLOK-1001119-Subwy-70,,Subwy,,51.55524,-0.15099,3,910GGOSPLOK,L#0,
